geoid10,name10,year,hsi_score,hei_score,hvi_score,n_veryhigh
42101002000,20,2023,1.66425579,-1.29539323,1.47337343,0
42101019100,191,2023,1.44991395,2.20844908,1.44719978,0
42101026000,260,2023,2.26048281,-0.40494493,1.41248875,0
42101027500,275,2023,1.83150084,-0.48695974,1.3817359,0
42101023900,239,2023,3.08195652,-0.16779568,1.25171322,0
42101014000,140,2023,1.6663525,0.18024401,1.20738929,0
42101025800,258,2023,2.58723726,-0.192566,1.1789954,0
42101027300,273,2023,1.21101709,-0.04686752,1.14237481,0
42101034501,345.01,2023,2.03015279,2.78355535,1.11866576,0
42101026900,269,2023,2.04065352,1.05189435,1.09468156,0
42101012201,122.01,2023,1.9515428,0.30130839,1.0881402,0
42101027000,270,2023,1.86655006,-0.94431984,1.08439635,0
42101027200,272,2023,1.55019072,-0.9173615,1.05183544,0
42101000200,2,2023,0.72417105,-0.71934574,0.94675523,0
42101030200,302,2023,1.10627259,-0.10889848,0.89625276,0
42101003002,30.02,2023,0.88545796,0.03512359,0.88907469,0
42101025400,254,2023,1.80034867,-0.79273655,0.88853604,0
42101019000,190,2023,0.42896418,0.13028867,0.81180068,0
42101009802,98.02,2023,1.29884016,-1.40562125,0.73484394,0
42101030900,309,2023,0.93129382,0.68936596,0.72747124,0
42101029200,292,2023,1.52347552,0.68670803,0.6965317,0
42101002100,21,2023,0.50226232,-1.48142859,0.63922385,0
42101038200,382,2023,0.31718455,-0.1078215,0.57571673,0
42101011500,115,2023,0.71188849,-1.30900086,0.53101217,0
42101014600,146,2023,0.57496728,-1.05634448,0.5199169,0
42101009801,98.01,2023,0.75861822,-1.3477514,0.45812621,0
42101008802,88.02,2023,0.34476199,-4.779247,0.40552242,0
42101017900,179,2023,0.33656496,0.43356899,0.40420539,0
42101005500,55,2023,1.11547862,-0.28463935,0.3286635,0
42101013100,131,2023,0.50788517,-0.34554995,0.25182253,0
42101033500,335,2023,-0.17659572,0.96480757,0.16544898,0
42101015300,153,2023,-0.00473199,-1.7689768,0.11578412,0
42101014400,144,2023,-0.1741944,-0.95942956,0.10305075,0
42101038100,381,2023,0.13138155,0.19188446,0.04974259,0
42101033400,334,2023,-0.42381666,2.02185908,-0.03602686,0
42101031000,310,2023,-0.30127038,1.2012064,-0.09929078,0
